Mean,Std,Variance,Delta,Theta,Alpha,Beta,Gamma,Label
5.145990663106505e-08,1.9025608239820606e-05,3.75366387709074e-10,1.1477929489326955e-10,5.759504999734507e-11,1.9831784612874653e-11,8.610825716038663e-11,5.1859725889216385e-11,0
-9.523549149854574e-07,3.12572336856672e-05,1.6013747496531974e-09,1.4904993135018915e-09,8.788964402914922e-11,1.9583700300722506e-11,3.297940172200502e-11,1.526661000584347e-11,0
1.3852515811540112e-06,4.8933996316395475e-05,4.28359674407846e-09,3.444411857252599e-09,3.3830782230323246e-10,3.409269178516719e-11,1.0445516981391245e-10,8.508311568437158e-11,0
-4.865103644944638e-07,3.339740550666614e-05,1.944671627026092e-09,2.002821020911611e-09,2.4252139161164463e-10,2.0151067093123387e-11,6.140165519437084e-11,4.207093653376465e-11,0
-3.550504408405772e-07,3.6830174598067386e-05,2.194689811054951e-09,1.6187264660829011e-09,1.7233311068758733e-10,5.029035759995594e-11,8.909447883792924e-11,5.349776928868769e-11,0
-8.18525683605985e-07,3.40304644412479e-05,1.9892171461393026e-09,2.1574434791103124e-09,1.438014116936351e-10,1.8794654719843215e-11,3.3426811137516814e-11,1.484059120818715e-11,0
8.236830746716136e-07,3.150285521963791e-05,1.6436141061094703e-09,4.585099872407188e-10,1.3029903963213858e-10,3.8065056728369655e-11,1.1682626192795924e-10,6.895797462804189e-11,0
6.993968316314118e-08,2.456286080021547e-05,7.16484442909197e-10,2.8044575146597393e-10,1.2078704965595707e-10,3.830470087167348e-11,1.222065329122175e-10,9.632100302609026e-11,0
-5.148831703659156e-07,3.6530251339267416e-05,2.2002955375621026e-09,2.0910540066998575e-09,8.37224999349297e-11,2.228035468117747e-11,1.3154966224343566e-10,7.631100448556032e-11,0
8.47959486446758e-07,2.6972960387813457e-05,8.996345061998031e-10,4.1240072132203717e-10,1.2293958415000086e-10,3.206255302819483e-11,9.361112120923463e-11,4.707541042230859e-11,0
-1.0729086666551037e-07,3.509548632207941e-05,1.9796690861303386e-09,2.3581057099512563e-09,7.391473112130731e-11,2.3060458899236114e-11,8.667882752481496e-11,6.381846204952914e-11,0
-8.734708062844438e-07,3.068845887562546e-05,1.3347439379680677e-09,3.837714248489967e-10,1.1526818437903608e-10,2.6045330514810135e-11,7.73897476510879e-11,3.965835493273619e-11,0
2.5997195205230037e-07,3.493735976075453e-05,1.6184676473446902e-09,1.430376174799458e-09,2.1701405102873858e-10,5.596180688756143e-11,1.0512055756993193e-10,5.843949871420231e-11,0
9.340197542072325e-07,3.3639431006349284e-05,1.7892291571275715e-09,1.7152520633255536e-09,1.5946205478138016e-10,3.4127760279626314e-11,1.1300390684546088e-10,1.0584468453616337e-10,0
-3.7033882224719633e-07,2.4598766870928993e-05,7.433812439136247e-10,4.901663318028169e-10,1.245306175413022e-10,3.6414368919601646e-11,7.983456907905627e-11,5.6764799146181876e-11,0
2.6745171119653546e-07,1.6735567175586073e-05,2.9733217176793446e-10,1.1047679128686376e-10,4.073892042586876e-11,2.1591688411676907e-11,5.630573871254686e-11,2.8299989376838063e-11,0
-4.1515601908974037e-07,2.2057081271074735e-05,5.964100536530242e-10,4.1683691960320173e-10,1.3673371470549905e-10,3.311592886744883e-11,5.992047356058985e-11,2.839530937468135e-11,0
3.830144290229925e-07,3.1362299538521695e-05,1.5564159102642237e-09,1.6199312269826804e-10,4.647735073552128e-11,1.8847995968784603e-11,7.461759374811633e-11,3.61307052604012e-11,0
-1.6006810816914345e-07,2.591493171605533e-05,8.04549112184605e-10,2.815635039792065e-10,6.765005209553884e-11,3.482524918689165e-11,5.6774292520194045e-11,2.391087931721537e-11,0
4.357568137946019e-07,2.585643432561542e-05,8.320203593531324e-10,4.993089457247893e-10,1.2716324342450058e-10,3.378960692458925e-11,4.357617085557556e-11,2.1496141881499177e-11,0
-4.338747613989165e-07,2.921819092849243e-05,1.2038266543696599e-09,8.756371192747147e-10,2.0534206503394941e-10,4.012830853561625e-11,6.279689598576838e-11,4.098354806500457e-11,0
4.521002655286758e-07,3.0732720909047346e-05,1.0148539873679376e-09,3.988948664265181e-10,9.154216845468403e-11,3.570163811956682e-11,1.247807730168791e-10,8.550465428154052e-11,0
1.3137325648868642e-07,3.1314799114570616e-05,1.433945802971595e-09,6.290311116391031e-10,2.434004674223585e-10,4.4376328569209326e-11,7.233799321983991e-11,4.465325722502327e-11,0
-4.790600582926456e-07,2.771642581157365e-05,1.1529735597194335e-09,6.903133593891601e-10,1.3300726574559078e-10,1.8185343647811464e-11,4.050106107410212e-11,2.2942983938756566e-11,0
-4.814444935995485e-07,2.990720421203505e-05,1.0188909896837302e-09,5.249086287773696e-10,1.4527660533461874e-10,5.967901459605834e-11,1.5468374328348888e-10,1.1393854633269544e-10,0
5.413255141374606e-07,4.085541365243765e-05,2.180033028603746e-09,1.559474072750318e-09,3.2409917834322187e-10,6.356621028897516e-11,1.8894617256426169e-10,1.2689650141178277e-10,0
-1.9375353132046086e-07,3.7153291460643646e-05,2.1022011366042227e-09,1.2334659484546922e-09,3.351252300388938e-10,4.9973928311478604e-11,1.116383479191979e-10,6.908354674326342e-11,0
3.8172042833976225e-07,3.049096649391604e-05,1.1998825259666302e-09,7.242360652377301e-10,2.6213480502977385e-10,5.3631286521955883e-11,8.932000205106306e-11,5.927649102091663e-11,0
-1.287302502773102e-07,2.6181175230218006e-05,7.560961687432935e-10,3.9211781485592543e-10,7.408776871702607e-11,2.7309347902524648e-11,9.160051914208461e-11,7.599743381461492e-11,0
-2.637193475513953e-07,3.7148842038920975e-05,2.075109414711911e-09,1.7659270642983757e-09,3.422061644106093e-10,2.5765438829320547e-11,5.334459940152077e-11,3.419953299673053e-11,0
7.549165757816166e-08,1.872663921779646e-05,3.7023290303265295e-10,1.4783420850007167e-10,6.60672429029439e-11,2.4259602527678596e-11,5.5113924536163145e-11,2.990739523711027e-11,0
-1.2121969870220203e-07,2.2296837019116735e-05,6.005412406528033e-10,3.841295871104312e-10,7.962719276459036e-11,1.7459531762814643e-11,3.858151007753634e-11,2.212404470493289e-11,0
1.112768619222723e-06,3.384133788035814e-05,1.6850689684505067e-09,3.8010979596206064e-10,5.478712080368356e-11,1.8358839118483322e-11,3.535641872245388e-11,2.056735535168796e-11,0
-2.0153929031688408e-06,5.203536678644556e-05,3.083025884099186e-09,1.4416432738676539e-09,3.9747894997616053e-10,1.6834246342760922e-10,4.135606399104319e-10,3.771700676662204e-10,0
7.361210193665091e-07,5.409541253315938e-05,3.7074811491590386e-09,2.0942656969048865e-09,3.297761662299301e-10,1.6413051689672106e-10,4.889260319064682e-10,4.120678653905837e-10,0
-1.1519221100627223e-08,2.9340697188374415e-05,1.0257610588286615e-09,8.49642283063071e-10,1.5181025055784132e-10,3.7547408041179887e-11,5.065889256952589e-11,2.818974753578421e-11,0
3.6131844890503564e-07,4.713643354616887e-05,2.8130253133201646e-09,1.6050393557035308e-09,3.0431498637388396e-10,7.997527996959158e-11,3.639447816148235e-10,3.4073395732703976e-10,0
1.4832966472943108e-07,3.830597526188421e-05,2.054996479815225e-09,1.4977241323015757e-09,1.2840117795828361e-10,4.767125826814272e-11,2.1460949871758074e-10,1.8468370939160459e-10,0
-7.43441038642909e-07,3.0448562032464362e-05,1.182617003938886e-09,8.260563007824206e-10,1.6754119463104392e-10,3.325871071525934e-11,6.167778695954652e-11,2.715008016999058e-11,0
5.631669069997903e-07,1.843430131533857e-05,3.8498022545121034e-10,1.8676950365853673e-10,6.140797244308321e-11,2.574407133946532e-11,3.943547365935877e-11,1.7183857244254065e-11,0
1.3615565901382439e-08,6.690673463983814e-05,6.389693402724471e-09,4.249031290386381e-09,4.1358684401314745e-10,9.700038859792578e-11,5.633274061697123e-10,8.792827085607484e-10,0
-2.2982507698540535e-07,2.6454833536172326e-05,8.742624481729828e-10,7.693738314865193e-10,1.5824397329373662e-10,2.2319146167068132e-11,3.959376131159882e-11,2.1031884569496335e-11,0
5.71702999684331e-07,2.0075755601289636e-05,4.270874622353064e-10,2.0940906824392275e-10,6.806840619457083e-11,2.6982359267413994e-11,6.239154042421154e-11,3.647579254784073e-11,0
3.67324103458776e-07,4.5393447500953134e-05,3.1675587196041757e-09,2.59992904067957e-09,3.625135615897333e-10,6.951173776373426e-11,2.282686266439686e-10,1.836408708327884e-10,0
-8.297672448403778e-07,5.199373204184067e-05,3.996948456879214e-09,2.1729746428560406e-09,4.1287968819931144e-10,8.953723067790075e-11,2.443219682222075e-10,1.6341033993604454e-10,0
8.36475943423133e-07,4.2734078639986404e-05,2.6599778420770977e-09,2.4256972804515003e-09,2.4345757891815853e-10,8.066091583252304e-11,1.7068072289051498e-10,7.70095723343442e-11,0
-1.4743898999934575e-06,3.5024721500096954e-05,1.8134569551201009e-09,9.184520955720927e-10,2.40082416110707e-10,4.98275092535556e-11,1.0611891390203192e-10,9.029567416100318e-11,0
8.076034604395245e-07,2.0463392653051387e-05,4.353521773615383e-10,1.417160661852337e-10,6.808607204724653e-11,2.1641175649808376e-11,6.868920738695009e-11,4.778144015341033e-11,0
-3.4523518352985917e-08,3.598922724506648e-05,1.5315674404647474e-09,9.722396008857026e-10,1.4094077291547755e-10,2.5439962158553323e-11,1.3696620199345282e-10,1.6450587736888916e-10,0
4.849843233748634e-07,4.282676793726977e-05,2.5465124105394586e-09,2.1029649574715836e-09,3.807580284849476e-10,5.36481569947644e-11,1.4310014094613746e-10,7.968647495467523e-11,0
-1.3693162033191016e-06,3.251635841658342e-05,1.3161820448081088e-09,8.072622358103088e-10,1.569523782582968e-10,2.809291633518088e-11,2.9032833110506883e-11,1.3924556087290162e-11,0
7.265915822894711e-07,3.82330003130342e-05,2.020665657873385e-09,1.8079117261501706e-09,1.5312074475677017e-10,5.2776068629592176e-11,1.897630624959804e-10,1.7213218350421917e-10,0
-3.4224126023636074e-08,6.412344099264534e-05,4.986823235896335e-09,1.8919445196473583e-09,4.938721990132526e-10,3.585270039995576e-10,1.6702506356055642e-09,6.536824036177422e-10,0
7.102951701588793e-07,5.421729439396953e-05,4.2077725237540156e-09,2.530783821405164e-09,1.9183473532218155e-10,5.113469316299991e-11,1.9338595896272095e-10,1.4449637487214261e-10,0
-2.5544600518491517e-07,2.2366581737686366e-05,5.374740366466965e-10,1.7736622231569455e-10,4.814431963705706e-11,2.1761393965463715e-11,1.072436318981982e-10,6.83445894986807e-11,0
-4.0733859550244367e-07,5.465345815087107e-05,5.196018701094148e-09,5.571217907075605e-09,2.9606277328450337e-10,5.3232080239245396e-11,1.3846707806807215e-10,1.0812800884460222e-10,0
-1.4901124102620774e-07,4.884877744794989e-05,2.9345592166727356e-09,1.2830858351094657e-09,3.0340404131590085e-10,1.9180987146137125e-10,6.985982708057362e-10,5.224090395111104e-10,0
3.523867690131806e-07,4.0459443336123875e-05,1.9976630331429728e-09,8.510597999981047e-10,1.0649460869096571e-10,6.971898407134304e-11,4.462397969082665e-10,2.43565241537259e-10,0
3.784661559284026e-08,4.6873981747644975e-05,2.588011592890434e-09,9.57507641706142e-10,5.519158802168434e-10,2.480722581743012e-10,4.126920426689635e-10,3.553230508006358e-10,0
1.5940018409604964e-06,4.255870448446953e-05,2.3642494786850717e-09,1.5032167987015871e-09,2.2675707650808827e-10,6.491477339049294e-11,2.553064404852339e-10,2.133432552017911e-10,0
-8.67152070436e-07,3.164758806157165e-05,1.2437414350803817e-09,3.8198318395987774e-10,7.160703810568382e-11,3.4433901370075547e-11,7.89295062640986e-11,5.5362439443113264e-11,0
-3.626205177748508e-07,3.1123388943084235e-05,1.2448806931939056e-09,1.4851729487998043e-10,5.644289912611474e-11,2.4211068730088995e-11,5.888614902843233e-11,3.432296352722229e-11,0
-7.488166487868347e-07,3.771493466378939e-05,2.0358401383421535e-09,1.5338634370494277e-09,1.9886608943706088e-10,5.6466977857980204e-11,1.89086966642719e-10,1.1132993051239997e-10,0
9.50825299890041e-09,3.717691181995178e-05,1.993002232961392e-09,5.675338157794354e-10,1.3427724357676344e-10,3.5005069231853356e-11,1.6916126518880704e-10,1.0816174555923818e-10,0
-1.0689509132884995e-07,3.0393517778679987e-05,1.0267575316608763e-09,6.248862951248891e-10,9.057301444252803e-11,3.09727489687475e-11,1.008584425687785e-10,6.244471486334302e-11,0
1.5793636472934168e-08,3.87925439201406e-05,1.694288781875551e-09,8.040814492054069e-10,1.181582836517407e-10,4.476569318795964e-11,2.8444321683234516e-10,2.1073237407394536e-10,0
-4.5076682099865503e-07,3.5835864660482596e-05,1.602884182656859e-09,1.159178013279877e-09,2.3614987318904994e-10,4.8807348953303857e-11,1.3829913710754133e-10,1.0808234680518849e-10,0
1.1409903857144864e-06,3.586560612162176e-05,1.7187457272623354e-09,1.7361798247155177e-09,1.920124801141794e-10,6.314291347303232e-11,1.176915486599621e-10,6.449644244605531e-11,0
-1.2495637242079065e-06,4.7568947678469454e-05,3.941414713663246e-09,1.3002287536880249e-09,1.6385503870781487e-10,4.508145014766943e-11,1.245631566443043e-10,8.891891958021932e-11,0
1.9187730507769215e-06,2.4637851257128434e-05,6.610972029691931e-10,3.151107617271807e-10,5.904492162807931e-11,2.461355296199579e-11,9.958359308457146e-11,6.346580396866773e-11,0
-6.676743023819631e-07,2.767487431822454e-05,8.53765394119853e-10,5.686948262028955e-10,5.7024638967473025e-11,2.815781077000373e-11,8.631015678705895e-11,5.7972269022949434e-11,0
-4.985074830142439e-07,3.3337554399252556e-05,1.3099892018395613e-09,9.922853532839786e-10,2.2103040225828505e-10,3.3962421213082114e-11,7.732776920249587e-11,6.92328280123949e-11,0
2.1913508604031014e-07,2.2395632298733562e-05,5.360383901839098e-10,2.778396334209045e-10,6.366418148360712e-11,3.078108399271054e-11,6.94497763627406e-11,4.102391546626472e-11,0
4.682556669110541e-09,3.706553203620323e-05,2.011439143754071e-09,1.7884672305143442e-09,2.909548393645595e-10,3.339576370670333e-11,8.871653111202806e-11,4.706729658488473e-11,0
-4.769415460793398e-07,2.7264785873790843e-05,8.074426002410021e-10,3.674476008336438e-10,7.67701352933906e-11,6.175398090610263e-11,1.577031690267454e-10,5.705766266593062e-11,0
2.2965980463478379e-07,3.208404571681107e-05,1.2369943567927175e-09,8.194695593935171e-10,1.8654424610855346e-10,3.065270985682829e-11,7.287353390499748e-11,3.9236393747022995e-11,0
4.5883809863017825e-07,5.6435146067017284e-05,4.4958377871643735e-09,3.2417232411097267e-09,3.227669865421825e-10,6.58886447448401e-11,1.8581484434355303e-10,2.0378542776070205e-10,0
-1.0397950412477003e-06,4.123280801576581e-05,1.9761504066715613e-09,1.0409791325232513e-09,1.9550023150971436e-10,8.098221812665427e-11,2.696455416981584e-10,2.0481533012184172e-10,0
7.408808271825583e-07,3.453589919314738e-05,1.392996555954039e-09,7.277467575243196e-10,1.4240162935507415e-10,4.4917497259211974e-11,1.7822962354482304e-10,1.0332142946957136e-10,0
6.23721137452318e-08,3.6821513846639025e-05,1.5969518664393694e-09,6.302160141822155e-10,1.572535413482622e-10,4.8183477269768445e-11,1.3669794876267005e-10,1.039374413814019e-10,0
-4.747528680343952e-07,3.162554811796315e-05,1.1568619867693428e-09,4.350498104269206e-10,7.517380743135687e-11,3.025901266679672e-11,6.434535881742184e-11,4.264153204972168e-11,0
2.0864897443754426e-07,1.9292078466708355e-05,3.907625320697811e-10,1.407963601834867e-10,4.189025066589189e-11,1.7388166342686422e-11,3.5090108493973957e-11,2.0009978738510858e-11,0
-3.4617613385058545e-07,4.3241848705934376e-05,2.864471212285115e-09,1.8018919252721572e-09,2.7880759987963225e-10,4.0970226012217215e-11,1.0279170199583221e-10,7.44954842156919e-11,0
8.206586937461669e-07,3.484681183561698e-05,1.35871977546474e-09,4.864013037021774e-10,1.4997419878998652e-10,7.489756321092447e-11,3.386341454000516e-10,2.5843795042410667e-10,0
7.153780656074266e-07,3.615119001973851e-05,1.5569625268246981e-09,1.1761541735415437e-09,1.8605158090335945e-10,4.7166490705507e-11,1.6301296734597375e-10,1.0459711637028317e-10,0
-1.1794937354665906e-06,4.0450908777267896e-05,2.109660728639394e-09,1.2330172575338854e-09,1.703340223680355e-10,4.108320394762128e-11,1.2834133774190737e-10,7.588598796226403e-11,0
5.65487481592646e-07,3.4478106552902316e-05,1.304163521599292e-09,5.824461008251536e-10,9.927745042279873e-11,5.6683564489827764e-11,1.8042640085486098e-10,1.2241623196798436e-10,0
-5.436674645671598e-07,2.684120073967707e-05,7.730943288662512e-10,4.3360510404016746e-10,6.645460958106692e-11,2.7094926873287544e-11,9.628400280935667e-11,5.42790514018101e-11,0
-3.301283506945497e-07,2.4880297108710114e-05,7.675311944380943e-10,5.673747612539723e-10,9.700775787344183e-11,2.303492403469182e-11,9.562315647807232e-11,4.3857876610222085e-11,0
8.541310786414766e-07,1.9508736256703343e-05,3.9969897975628507e-10,1.3251087676636925e-10,4.499237958657257e-11,2.7676605439153674e-11,7.490184653133374e-11,3.232686687168806e-11,0
-1.0191509861131918e-06,2.0966742518957427e-05,4.684497145108518e-10,1.6346442226541507e-10,4.513673477647357e-11,2.318952677926137e-11,8.682062098657907e-11,5.044216350780013e-11,0
6.071419311058252e-07,2.3611556493364795e-05,6.212008378642217e-10,3.044935377609813e-10,8.845286762607975e-11,3.261615955496914e-11,7.065292355293626e-11,4.2293784313099995e-11,0
2.973764099376411e-07,3.358718296975338e-05,1.4015220907013356e-09,1.152569255658426e-09,2.432131284043191e-10,3.265647856869664e-11,7.831140969443783e-11,5.222742940885406e-11,0
-5.465346848061411e-07,1.6424530136290705e-05,2.772843017438549e-10,9.033247854955982e-11,3.664788134363858e-11,1.8880401195764108e-11,5.4584874897944896e-11,3.246238721981985e-11,0
1.3440701411351689e-06,3.398992506722157e-05,1.413812607328029e-09,1.0876678224667815e-09,2.4940509731605783e-10,4.071332743640218e-11,6.446225964959562e-11,3.185641126847072e-11,0
-1.967200016453158e-06,4.888988249293347e-05,3.4197772351372613e-09,1.691245687093788e-09,1.5706143543990065e-10,4.941110072524456e-11,1.5928007237528125e-10,1.171237868257728e-10,0
1.182290283569818e-06,6.70336721746389e-05,5.981960873523289e-09,2.962755187208974e-09,3.750529310548684e-10,3.201425825385935e-10,1.2274684223713828e-09,6.831471365632009e-10,0
3.5623520816856665e-07,4.522823498339068e-05,2.39935047895101e-09,1.0817271219655968e-09,2.444956847226974e-10,9.689002439075873e-11,3.8098116071007894e-10,2.739600983118134e-10,0
-1.239640303490479e-06,4.577887364495124e-05,2.6921199914611593e-09,1.0568044870257144e-09,1.4324649599478911e-10,8.920867517418707e-11,5.346662596065349e-10,2.648984542508982e-10,0
4.7507145662239136e-07,3.035617455209676e-05,1.0082416132614302e-09,4.676251482069012e-10,6.7749396852781e-11,3.032852039901494e-11,1.260108836946718e-10,9.029698898818083e-11,0
2.9258592183323834e-08,2.3495770598174746e-05,6.454806100619806e-10,3.4400559918095737e-10,8.228317878366441e-11,2.3914551400284394e-11,1.0486459781834233e-10,4.792480423801562e-11,0
4.183531563089434e-07,1.991240597295937e-05,4.213049939049851e-10,1.3819486982289207e-10,6.115585931397926e-11,2.7115870859741362e-11,9.059365934992252e-11,5.940384039382862e-11,0
-1.3860770220556694e-06,3.408394957824181e-05,1.6084102812215642e-09,7.346039200679914e-10,7.30522062904627e-11,2.699753906309051e-11,1.0520959647335491e-10,6.990827638259508e-11,0
2.7387179867649135e-06,3.1902181807763e-05,1.2415670236839904e-09,7.91843228010495e-10,1.1158108628824924e-10,3.159601899761704e-11,1.3603511036725127e-10,9.354422127741881e-11,0
-1.536614686233811e-06,3.4259502167696706e-05,1.6313020716015365e-09,7.591100010427168e-10,1.2936402805835912e-10,3.684736618138324e-11,1.1439450094905954e-10,5.966210170568971e-11,0
-2.0399880047276576e-07,3.0041883579302246e-05,1.1986005593284824e-09,7.752849354580778e-10,1.7030456108148935e-10,3.229231971188339e-11,7.375212022365277e-11,3.8784774899724466e-11,0
3.0418355219155733e-07,1.865480316950094e-05,3.619688684202239e-10,1.1465710491317853e-10,7.50414525534359e-11,2.7267962510519156e-11,7.009354969738881e-11,3.3897111227267156e-11,0
-7.847989468405449e-07,3.7394024682235275e-05,1.754545714915662e-09,1.0111321237887876e-09,8.492646043517855e-11,2.729444538287363e-11,1.5631719021981707e-10,1.3421813314127359e-10,0
7.073843827584128e-08,3.465539491807291e-05,1.3887886073881234e-09,5.649128706787083e-10,1.1228061547187862e-10,4.0054022594576185e-11,1.5560730921835672e-10,1.591477157136877e-10,0
2.126619650692344e-06,3.468489950043979e-05,2.078219382447013e-09,8.88896867519824e-10,9.409708775492632e-11,2.0856013637770203e-11,4.1784938011819594e-11,1.8268431057829913e-11,0
-2.300770647057201e-06,4.299542727795982e-05,2.68305387941628e-09,2.1932531906333925e-09,2.319911569363157e-10,5.5868030197489556e-11,1.87718903540067e-10,1.8112748764005592e-10,0
3.228511210647311e-07,5.441574503755338e-05,4.108731101401409e-09,1.2946042670625628e-09,2.0516498801814473e-10,6.61222851609914e-11,3.4715197473684675e-10,2.825367376836896e-10,0
-5.573015855417907e-07,6.31279082552164e-05,5.490765965969776e-09,2.2970338732319948e-09,3.383730289165509e-10,1.3808974777245946e-10,9.373014053129657e-10,3.6638755744012923e-10,0
1.4834686660375533e-06,4.993108932227996e-05,3.1881994312470227e-09,2.155653087542877e-09,3.1573193869032304e-10,1.7609898959809617e-10,5.449754363650674e-10,2.866556478980923e-10,0
-7.504765657054156e-07,4.817413853875978e-05,3.1315361614647565e-09,1.403202297791438e-09,1.4213070832840947e-10,4.003837366140029e-11,1.479528271473595e-10,1.4444771587209955e-10,0
1.5152383623124117e-06,5.2856739347653626e-05,3.7238896734557542e-09,2.6051110189969396e-09,2.625277687433677e-10,8.075120902170505e-11,3.098494462985036e-10,2.483489377179211e-10,0
-1.2594355362415553e-06,5.767645944960959e-05,4.4485141225834175e-09,2.625785600733424e-09,3.0196007998759204e-10,9.605259738042157e-11,3.384541316364005e-10,1.908106119590514e-10,0
-2.8175754845024926e-07,6.900910981028995e-05,5.67714941548653e-09,1.9222833638942044e-09,4.034444157841629e-10,2.708092087621712e-10,1.6499675248654833e-09,1.1494225422202492e-09,0
1.9685399517018252e-08,5.957392350363591e-05,4.289971654234712e-09,1.6978208233488357e-09,3.7366003164759004e-10,1.8683833224263019e-10,8.323651292589261e-10,6.966864202456549e-10,0
8.992344958093843e-07,5.261748786012935e-05,3.500597199366166e-09,2.328941155071132e-09,4.4772532513080127e-10,1.6012132018203278e-10,4.287602302907495e-10,2.8111245169401355e-10,0
-6.285840744545195e-08,4.1877442414582805e-05,2.133053875272755e-09,1.4150842551091517e-09,2.646873077047163e-10,5.600235050913114e-11,1.59680860524324e-10,1.1313117420252684e-10,0
-1.4047546979418206e-06,2.4306903933833988e-05,6.437291122347506e-10,1.6966029531434885e-10,5.175094339115104e-11,2.795106870410308e-11,1.6079364455744144e-10,1.1045029046835897e-10,0
8.298800768489507e-07,2.439066518171834e-05,6.439850079719035e-10,1.9147570551578484e-10,6.921283026638088e-11,2.7392890487334915e-11,1.8102264396152053e-10,8.304979876011317e-11,0
4.841688371558787e-07,2.313647758671523e-05,6.31830715994697e-10,2.7090408161585493e-10,8.853854826348045e-11,3.13054507950158e-11,8.643575767806312e-11,5.997521640773997e-11,0
-4.4607814400280826e-07,1.915829781344518e-05,3.801697284281552e-10,8.906049653066074e-11,4.653354800952924e-11,3.103224357940594e-11,8.063203441219518e-11,4.48558092649015e-11,0
4.4412975010808764e-07,2.0715536073468125e-05,4.3770706346788215e-10,1.996690731757834e-10,5.7250673768474244e-11,3.306651184495749e-11,5.282340180704955e-11,3.0346134302107926e-11,0
-7.301311874755623e-08,3.716345519072179e-05,2.455639096717451e-09,2.0336835247354944e-09,1.251228189850506e-10,4.4517032511581124e-11,7.585678746916557e-11,5.0375222044817433e-11,0
1.3334512448808943e-07,2.424813367888559e-05,6.742200424383129e-10,3.8534933879058023e-10,1.2216666945108285e-10,4.143466074370621e-11,7.342972228105942e-11,3.2992003989256185e-11,0
-4.954164945188235e-07,3.1387551961760114e-05,1.2933943241793607e-09,8.588979410370452e-10,1.2875662850007508e-10,2.3754140265267314e-11,4.839114872316909e-11,2.43777007546528e-11,0
-2.0797376377898165e-07,2.504427343226953e-05,7.278922041923906e-10,5.401928596246219e-10,1.222159576694226e-10,2.625363366651604e-11,4.632740128248449e-11,2.3890855485007597e-11,0
-3.000346269193437e-07,3.577374093519465e-05,1.6497711940171854e-09,9.724257646704272e-10,1.5125767771363836e-10,2.973608319176552e-11,1.1086194835938479e-10,9.053801806257864e-11,0
6.923451445240666e-07,2.5813295183531574e-05,7.258325924466415e-10,5.048842860821049e-10,6.27975147475042e-11,2.1339839320149162e-11,4.8258377059271204e-11,2.7343931780040094e-11,0
-1.1080182423640915e-06,4.689753998074431e-05,3.258582583586132e-09,3.516928136631328e-09,2.475406971079312e-10,3.0055887275149166e-11,6.908524971981176e-11,5.7737633791394126e-11,0
1.0433582473488366e-06,4.5022462159495065e-05,2.505960583942476e-09,1.0450131470522156e-09,1.56232506099681e-10,7.830545469102601e-11,2.4968876428622427e-10,1.891775366711723e-10,0
9.395997598978016e-08,6.038029043360256e-05,4.355955934314746e-09,2.0170343016831535e-09,3.9905982483673777e-10,2.0785009819234129e-10,1.089210976285909e-09,7.455354308774936e-10,0
1.8948712390609976e-07,4.821308388226645e-05,2.8228172736103564e-09,1.2836736082871579e-09,1.7678222968296767e-10,1.4132585732483403e-10,5.693092346009157e-10,4.0318893029835874e-10,0
-4.523707119449041e-07,3.045102509772373e-05,1.0412672638680507e-09,5.540786653952799e-10,6.611629270689201e-11,2.483231605767392e-11,1.1291285161471868e-10,1.1658270745799917e-10,0
-3.455049192362276e-07,2.1685763897063135e-05,5.196626860329784e-10,2.4332716024283654e-10,5.884635198984407e-11,1.8810958521763156e-11,4.9450127957841665e-11,2.922075610297345e-11,0
3.549365152515562e-08,2.84324910345263e-05,9.642911606853086e-10,6.233498953220994e-10,9.290078304991365e-11,3.12772619562692e-11,8.432376195564281e-11,6.190767950136011e-11,0
2.1237751512373511e-07,3.32337489241083e-05,1.3638149123293443e-09,9.109485394144051e-10,1.409674089988377e-10,4.2470045071059425e-11,9.998343369591313e-11,7.226140927393308e-11,0
6.694119600063521e-07,3.206236176327923e-05,1.248395960644025e-09,5.893404204419985e-10,1.176623987767087e-10,4.7141589449137415e-11,1.9234376283025583e-10,9.78221273653853e-11,0
8.839554656736895e-07,5.6659261909312496e-05,4.4543043859294675e-09,3.0569928833136572e-09,3.3838545780888737e-10,8.951354068848296e-11,4.700308554651404e-10,2.950432385745081e-10,0
-1.90895241311452e-06,4.680057818477306e-05,2.621601438976792e-09,9.013987686043741e-10,1.7027057073915593e-10,6.137954287312899e-11,3.8925134514949363e-10,3.0597460889414704e-10,0
1.0312153604235607e-06,6.138307921411536e-05,4.562706003788826e-09,1.9887951662093888e-09,3.213420419169354e-10,1.3148536732957042e-10,1.0192969455486965e-09,5.030376469923696e-10,0
-8.499187792525962e-07,5.873893443622395e-05,4.2597346477035336e-09,2.501126518501772e-09,3.3203252599277237e-10,9.8384540238492e-11,4.613753694000297e-10,2.3042924516263345e-10,0
5.596287296801002e-07,3.3395557432922766e-05,1.2487874304596538e-09,6.167188094890441e-10,1.0777802661703967e-10,4.7731443138333154e-11,1.4836407285354898e-10,1.4096530556050071e-10,0
-1.123029666234367e-06,3.1174197666041673e-05,1.0603488121827824e-09,4.772312398538695e-10,6.633068341203732e-11,3.885407674589513e-11,2.029921602843878e-10,1.0933512206636251e-10,0
-4.023614494550235e-08,2.914061497367682e-05,1.0017964176185046e-09,6.895455726069372e-10,1.632630846751138e-10,3.2838659086266034e-11,5.1667846396560775e-11,3.0553818947447013e-11,0
